date,water_inflow_l_per_min,site_id
2026-02-15,8.5,meses_a3
2026-02-16,6.9,meses_a3
2026-02-17,7.4,meses_a3
2026-02-18,6.8,meses_a3
2026-02-19,5.7,meses_a3
2026-02-20,5.9,meses_a3
2026-02-21,6.6,meses_a3
2026-02-22,6.2,meses_a3
2026-02-23,8.6,meses_a3
2026-02-24,7.8,meses_a3
2026-02-25,8.7,meses_a3
2026-02-26,7.3,meses_a3
2026-02-27,7.7,meses_a3
2026-02-28,5.3,meses_a3
2026-03-01,5.9,meses_a3
2026-03-02,8.0,meses_a3
2026-03-03,7.5,meses_a3
2026-03-04,7.1,meses_a3
2026-03-05,5.9,meses_a3
2026-03-06,6.0,meses_a3
2026-03-07,6.6,meses_a3
2026-03-08,7.3,meses_a3
2026-03-09,6.8,meses_a3
2026-03-10,6.6,meses_a3
2026-03-11,7.2,meses_a3
2026-03-12,5.3,meses_a3
2026-03-13,7.6,meses_a3
2026-03-14,5.6,meses_a3
2026-03-15,7.2,meses_a3
2026-03-16,5.9,meses_a3
2026-03-17,5.1,meses_a3
2026-03-18,5.4,meses_a3
2026-03-19,5.8,meses_a3
2026-03-20,6.1,meses_a3
2026-03-21,6.3,meses_a3
2026-03-22,6.6,meses_a3
2026-03-23,4.5,meses_a3
2026-03-24,7.4,meses_a3
2026-03-25,7.0,meses_a3
2026-03-26,6.5,meses_a3
2026-03-27,5.9,meses_a3
2026-03-28,8.4,meses_a3
2026-03-29,7.4,meses_a3
2026-03-30,7.7,meses_a3
2026-03-31,6.3,meses_a3
2026-04-01,7.7,meses_a3
2026-04-02,6.8,meses_a3
2026-04-03,6.8,meses_a3
2026-04-04,7.6,meses_a3
2026-04-05,7.1,meses_a3
2026-04-06,5.9,meses_a3
2026-04-07,7.2,meses_a3
2026-04-08,6.4,meses_a3
2026-04-09,5.8,meses_a3
2026-04-10,6.6,meses_a3
2026-04-11,7.3,meses_a3
2026-04-12,5.6,meses_a3
2026-04-13,5.6,meses_a3
2026-04-14,5.4,meses_a3
2026-04-15,5.8,meses_a3
2026-04-16,6.3,meses_a3
2026-04-17,6.6,meses_a3
2026-04-18,3.7,meses_a3
2026-04-19,7.5,meses_a3
2026-04-20,7.1,meses_a3
2026-04-21,6.7,meses_a3
2026-04-22,6.8,meses_a3
2026-04-23,6.3,meses_a3
2026-04-24,8.0,meses_a3
2026-04-25,7.9,meses_a3
2026-04-26,7.5,meses_a3
2026-04-27,7.1,meses_a3
2026-04-28,6.5,meses_a3
2026-04-29,6.2,meses_a3
2026-04-30,7.5,meses_a3
2026-05-01,6.9,meses_a3
2026-05-02,6.2,meses_a3
2026-05-03,5.7,meses_a3
2026-05-04,7.3,meses_a3
2026-05-05,5.1,meses_a3
2026-05-06,5.7,meses_a3
2026-05-07,6.6,meses_a3
2026-05-08,7.1,meses_a3
2026-05-09,7.8,meses_a3
2026-05-10,5.8,meses_a3
2026-05-11,6.1,meses_a3
2026-05-12,6.7,meses_a3
2026-05-13,9.3,meses_a3
2026-05-14,6.8,meses_a3
2026-05-15,6.7,meses_a3
