date,convergence_mm_per_day,site_id,convergence_cumulative_mm
2026-01-05,-0.208,curtea_arges,-10.34
2026-01-06,-0.096,curtea_arges,-10.44
2026-01-07,-0.197,curtea_arges,-10.64
2026-01-08,-0.22,curtea_arges,-10.86
2026-01-09,-0.28,curtea_arges,-11.14
2026-01-10,-0.21,curtea_arges,-11.35
2026-01-11,-0.307,curtea_arges,-11.65
2026-01-12,-0.183,curtea_arges,-11.84
2026-01-13,-0.234,curtea_arges,-12.07
2026-01-14,-0.187,curtea_arges,-12.26
2026-01-15,-0.217,curtea_arges,-12.47
2026-01-16,-0.21,curtea_arges,-12.68
2026-01-17,-0.274,curtea_arges,-12.96
2026-01-18,-0.267,curtea_arges,-13.22
2026-01-19,-0.212,curtea_arges,-13.44
2026-01-20,-0.338,curtea_arges,-13.77
2026-01-21,-0.28,curtea_arges,-14.05
2026-01-22,-0.235,curtea_arges,-14.29
2026-01-23,-0.173,curtea_arges,-14.46
2026-01-24,-0.095,curtea_arges,-14.56
2026-01-25,-0.123,curtea_arges,-14.68
2026-01-26,-0.099,curtea_arges,-14.78
2026-01-27,-0.259,curtea_arges,-15.04
2026-01-28,-0.199,curtea_arges,-15.24
2026-01-29,-0.15,curtea_arges,-15.39
2026-01-30,-0.214,curtea_arges,-15.6
2026-01-31,-0.324,curtea_arges,-15.93
2026-02-01,-0.261,curtea_arges,-16.19
2026-02-02,-0.168,curtea_arges,-16.35
2026-02-03,-0.192,curtea_arges,-16.55
2026-02-04,-0.237,curtea_arges,-16.78
2026-02-05,-0.21,curtea_arges,-16.99
2026-02-06,-0.076,curtea_arges,-17.07
2026-02-07,-0.134,curtea_arges,-17.2
2026-02-08,-0.118,curtea_arges,-17.32
2026-02-09,-0.214,curtea_arges,-17.54
2026-02-10,-0.381,curtea_arges,-17.92
2026-02-11,-0.127,curtea_arges,-18.04
2026-02-12,-0.282,curtea_arges,-18.32
2026-02-13,-0.249,curtea_arges,-18.57
2026-02-14,-0.137,curtea_arges,-18.71
2026-02-15,-0.258,curtea_arges,-18.97
2026-02-16,-0.23,curtea_arges,-19.2
2026-02-17,-0.033,curtea_arges,-19.23
2026-02-18,-0.24,curtea_arges,-19.47
2026-02-19,-0.212,curtea_arges,-19.68
2026-02-20,-0.062,curtea_arges,-19.75
2026-02-21,-0.181,curtea_arges,-19.93
2026-02-22,-0.269,curtea_arges,-20.2
2026-02-23,-0.129,curtea_arges,-20.32
2026-02-24,-0.299,curtea_arges,-20.62
2026-02-25,-0.27,curtea_arges,-20.89
2026-02-26,-0.243,curtea_arges,-21.14
2026-02-27,-0.273,curtea_arges,-21.41
2026-02-28,-0.154,curtea_arges,-21.56
2026-03-01,-0.276,curtea_arges,-21.84
2026-03-02,-0.094,curtea_arges,-21.93
2026-03-03,-0.33,curtea_arges,-22.26
2026-03-04,-0.167,curtea_arges,-22.43
2026-03-05,-0.235,curtea_arges,-22.67
2026-03-06,-0.185,curtea_arges,-22.85
2026-03-07,-0.269,curtea_arges,-23.12
2026-03-08,-0.231,curtea_arges,-23.35
2026-03-09,-0.239,curtea_arges,-23.59
2026-03-10,-0.232,curtea_arges,-23.82
2026-03-11,-0.127,curtea_arges,-23.95
2026-03-12,-0.128,curtea_arges,-24.08
2026-03-13,-0.02,curtea_arges,-24.1
2026-03-14,-0.256,curtea_arges,-24.35
2026-03-15,-0.089,curtea_arges,-24.44
2026-03-16,-0.201,curtea_arges,-24.64
2026-03-17,-0.244,curtea_arges,-24.89
2026-03-18,-0.224,curtea_arges,-25.11
2026-03-19,-0.197,curtea_arges,-25.31
2026-03-20,-0.078,curtea_arges,-25.39
2026-03-21,-0.185,curtea_arges,-25.57
2026-03-22,-0.205,curtea_arges,-25.78
2026-03-23,-0.334,curtea_arges,-26.11
2026-03-24,-0.303,curtea_arges,-26.41
2026-03-25,-0.168,curtea_arges,-26.58
2026-03-26,-0.143,curtea_arges,-26.72
2026-03-27,-0.102,curtea_arges,-26.83
2026-03-28,-0.157,curtea_arges,-26.98
2026-03-29,-0.205,curtea_arges,-27.19
2026-03-30,-0.152,curtea_arges,-27.34
2026-03-31,0.027,curtea_arges,-27.31
2026-04-01,-0.127,curtea_arges,-27.44
2026-04-02,-0.3,curtea_arges,-27.74
2026-04-03,-0.279,curtea_arges,-28.02
2026-04-04,-0.216,curtea_arges,-28.23
2026-04-05,-0.147,curtea_arges,-28.38
2026-04-06,-0.2,curtea_arges,-28.58
2026-04-07,-0.307,curtea_arges,-28.89
2026-04-08,-0.284,curtea_arges,-29.17
2026-04-09,-0.201,curtea_arges,-29.37
2026-04-10,-0.117,curtea_arges,-29.49
2026-04-11,-0.199,curtea_arges,-29.69
2026-04-12,-0.166,curtea_arges,-29.86
2026-04-13,-0.067,curtea_arges,-29.92
2026-04-14,-0.313,curtea_arges,-30.24
2026-04-15,-0.156,curtea_arges,-30.39
2026-04-16,-0.24,curtea_arges,-30.63
2026-04-17,-0.082,curtea_arges,-30.71
2026-04-18,-0.097,curtea_arges,-30.81
2026-04-19,-0.287,curtea_arges,-31.1
2026-04-20,-0.267,curtea_arges,-31.36
2026-04-21,-0.221,curtea_arges,-31.59
2026-04-22,-0.143,curtea_arges,-31.73
2026-04-23,-0.037,curtea_arges,-31.77
2026-04-24,-0.187,curtea_arges,-31.95
2026-04-25,-0.128,curtea_arges,-32.08
2026-04-26,-0.099,curtea_arges,-32.18
2026-04-27,-0.226,curtea_arges,-32.41
2026-04-28,-0.273,curtea_arges,-32.68
2026-04-29,-0.218,curtea_arges,-32.9
2026-04-30,-0.181,curtea_arges,-33.08
2026-05-01,-0.163,curtea_arges,-33.24
2026-05-02,-0.137,curtea_arges,-33.38
2026-05-03,-0.192,curtea_arges,-33.57
2026-05-04,-0.132,curtea_arges,-33.7
2026-05-05,-0.167,curtea_arges,-33.87
2026-05-06,-0.26,curtea_arges,-34.13
2026-05-07,-0.138,curtea_arges,-34.27
2026-05-08,-0.06,curtea_arges,-34.33
2026-05-09,-0.249,curtea_arges,-34.58
2026-05-10,-0.114,curtea_arges,-34.69
2026-05-11,-0.226,curtea_arges,-34.92
2026-05-12,-0.216,curtea_arges,-35.13
2026-05-13,-0.069,curtea_arges,-35.2
2026-05-14,-0.217,curtea_arges,-35.42
2026-05-15,-0.079,curtea_arges,-35.5
