date,co_mg_m3,no2_mg_m3,pm10_mg_m3,ch4_pct_vol,site_id
2026-01-09,8.75,2.25,1.73,0.014,margina_holdea_t2
2026-01-10,7.65,2.73,2.03,0.013,margina_holdea_t2
2026-01-11,8.45,2.68,1.98,0.027,margina_holdea_t2
2026-01-12,8.36,2.82,1.94,0.022,margina_holdea_t2
2026-01-13,9.69,2.5,1.79,0.023,margina_holdea_t2
2026-01-14,6.79,2.39,1.64,0.014,margina_holdea_t2
2026-01-15,7.59,2.14,1.97,0.017,margina_holdea_t2
2026-01-16,7.95,2.02,2.22,0.03,margina_holdea_t2
2026-01-17,7.64,2.57,1.94,0.017,margina_holdea_t2
2026-01-18,6.35,2.34,2.04,0.034,margina_holdea_t2
2026-01-19,8.06,2.76,1.91,0.014,margina_holdea_t2
2026-01-20,8.93,1.95,1.35,0.016,margina_holdea_t2
2026-01-21,10.81,2.77,2.21,0.0,margina_holdea_t2
2026-01-22,8.5,2.79,2.55,0.026,margina_holdea_t2
2026-01-23,7.76,2.34,2.02,0.034,margina_holdea_t2
2026-01-24,7.97,2.6,1.5,0.008,margina_holdea_t2
2026-01-25,9.04,2.5,2.78,0.033,margina_holdea_t2
2026-01-26,8.64,2.23,2.29,0.009,margina_holdea_t2
2026-01-27,7.96,3.28,2.22,0.011,margina_holdea_t2
2026-01-28,7.5,2.39,1.93,0.005,margina_holdea_t2
2026-01-29,7.15,2.58,2.11,0.021,margina_holdea_t2
2026-01-30,8.37,1.92,2.03,0.03,margina_holdea_t2
2026-01-31,7.21,2.15,2.61,0.024,margina_holdea_t2
2026-02-01,8.2,2.63,2.28,0.026,margina_holdea_t2
2026-02-02,8.84,2.61,1.74,0.013,margina_holdea_t2
2026-02-03,8.93,2.78,1.93,0.026,margina_holdea_t2
2026-02-04,7.58,2.82,1.3,0.023,margina_holdea_t2
2026-02-05,8.63,2.94,1.71,0.022,margina_holdea_t2
2026-02-06,7.64,3.09,2.06,0.034,margina_holdea_t2
2026-02-07,10.39,2.23,1.85,0.026,margina_holdea_t2
2026-02-08,6.52,2.65,1.32,0.023,margina_holdea_t2
2026-02-09,8.26,2.78,2.37,0.034,margina_holdea_t2
2026-02-10,7.13,3.04,1.83,0.002,margina_holdea_t2
2026-02-11,9.24,3.02,1.66,0.013,margina_holdea_t2
2026-02-12,9.26,3.06,2.43,0.009,margina_holdea_t2
2026-02-13,8.19,2.48,1.84,0.047,margina_holdea_t2
2026-02-14,7.85,2.41,2.21,0.021,margina_holdea_t2
2026-02-15,8.45,2.27,1.78,0.016,margina_holdea_t2
2026-02-16,8.39,2.59,2.33,0.041,margina_holdea_t2
2026-02-17,8.88,2.35,1.87,0.027,margina_holdea_t2
2026-02-18,8.2,2.64,1.51,0.02,margina_holdea_t2
2026-02-19,9.32,2.6,1.85,0.039,margina_holdea_t2
2026-02-20,9.37,2.57,1.69,0.02,margina_holdea_t2
2026-02-21,6.71,2.71,2.11,0.025,margina_holdea_t2
2026-02-22,8.56,2.43,1.86,0.035,margina_holdea_t2
2026-02-23,9.47,2.09,2.09,0.02,margina_holdea_t2
2026-02-24,6.43,2.59,1.69,0.026,margina_holdea_t2
2026-02-25,8.23,2.44,2.19,0.011,margina_holdea_t2
2026-02-26,8.97,2.34,2.11,0.01,margina_holdea_t2
2026-02-27,9.49,2.8,1.96,0.021,margina_holdea_t2
2026-02-28,6.79,2.91,1.93,0.012,margina_holdea_t2
2026-03-01,8.7,2.43,1.85,0.029,margina_holdea_t2
2026-03-02,8.51,2.71,1.85,0.015,margina_holdea_t2
2026-03-03,7.99,2.9,2.16,0.02,margina_holdea_t2
2026-03-04,6.18,2.8,2.29,0.02,margina_holdea_t2
2026-03-05,7.93,2.34,1.85,0.019,margina_holdea_t2
2026-03-06,8.29,1.89,2.3,0.033,margina_holdea_t2
2026-03-07,9.03,2.49,2.1,0.006,margina_holdea_t2
2026-03-08,9.63,2.11,2.9,0.027,margina_holdea_t2
2026-03-09,7.56,2.37,1.32,0.009,margina_holdea_t2
2026-03-10,8.85,3.1,1.89,0.029,margina_holdea_t2
2026-03-11,8.83,2.47,2.4,0.007,margina_holdea_t2
2026-03-12,8.46,3.49,1.98,0.015,margina_holdea_t2
2026-03-13,7.59,3.23,1.9,0.013,margina_holdea_t2
2026-03-14,7.82,2.47,2.12,0.001,margina_holdea_t2
2026-03-15,8.8,2.49,1.89,0.018,margina_holdea_t2
2026-03-16,7.2,3.29,2.39,0.003,margina_holdea_t2
2026-03-17,8.87,2.9,1.76,0.006,margina_holdea_t2
2026-03-18,9.18,2.54,1.96,0.029,margina_holdea_t2
2026-03-19,7.88,2.78,1.94,0.01,margina_holdea_t2
2026-03-20,8.43,1.64,1.52,0.005,margina_holdea_t2
2026-03-21,8.84,2.55,1.43,0.017,margina_holdea_t2
2026-03-22,8.17,2.52,1.52,0.016,margina_holdea_t2
2026-03-23,8.79,2.74,1.87,0.016,margina_holdea_t2
2026-03-24,8.8,2.3,1.61,0.024,margina_holdea_t2
2026-03-25,8.1,1.65,1.84,0.028,margina_holdea_t2
2026-03-26,8.48,2.31,2.28,0.039,margina_holdea_t2
2026-03-27,6.05,2.68,1.42,0.024,margina_holdea_t2
2026-03-28,7.91,2.68,1.35,0.024,margina_holdea_t2
2026-03-29,7.93,2.66,1.21,0.021,margina_holdea_t2
2026-03-30,8.89,1.83,1.93,0.031,margina_holdea_t2
2026-03-31,8.36,2.24,2.07,0.029,margina_holdea_t2
2026-04-01,7.2,2.88,2.43,0.006,margina_holdea_t2
2026-04-02,8.89,1.59,2.26,0.028,margina_holdea_t2
2026-04-03,7.89,2.28,1.89,0.02,margina_holdea_t2
2026-04-04,6.81,2.16,2.05,0.023,margina_holdea_t2
2026-04-05,8.34,2.73,1.99,0.02,margina_holdea_t2
2026-04-06,6.89,2.36,1.92,0.031,margina_holdea_t2
2026-04-07,8.04,2.26,1.81,0.014,margina_holdea_t2
2026-04-08,7.2,2.46,1.9,0.009,margina_holdea_t2
2026-04-09,8.27,2.61,2.2,0.028,margina_holdea_t2
2026-04-10,9.01,2.31,1.85,0.029,margina_holdea_t2
2026-04-11,7.78,1.79,2.01,0.014,margina_holdea_t2
2026-04-12,7.64,2.03,1.87,0.023,margina_holdea_t2
2026-04-13,9.19,2.28,2.29,0.023,margina_holdea_t2
2026-04-14,9.77,2.62,2.51,0.017,margina_holdea_t2
2026-04-15,8.62,2.41,2.4,0.033,margina_holdea_t2
2026-04-16,7.75,1.96,2.59,0.026,margina_holdea_t2
2026-04-17,10.28,1.87,1.84,0.039,margina_holdea_t2
2026-04-18,11.13,2.63,2.83,0.007,margina_holdea_t2
2026-04-19,10.32,2.39,2.28,0.014,margina_holdea_t2
2026-04-20,9.55,3.18,1.96,0.014,margina_holdea_t2
2026-04-21,11.67,2.33,2.99,0.029,margina_holdea_t2
2026-04-22,11.76,2.14,2.21,0.02,margina_holdea_t2
2026-04-23,13.45,2.95,2.12,0.021,margina_holdea_t2
2026-04-24,10.31,2.98,2.96,0.032,margina_holdea_t2
2026-04-25,10.41,2.71,2.29,0.027,margina_holdea_t2
2026-04-26,10.81,2.06,2.49,0.009,margina_holdea_t2
2026-04-27,9.95,2.37,2.84,0.022,margina_holdea_t2
2026-04-28,10.58,2.44,2.22,0.018,margina_holdea_t2
2026-04-29,11.75,2.9,2.98,0.027,margina_holdea_t2
2026-04-30,12.43,2.38,2.29,0.024,margina_holdea_t2
2026-05-01,12.88,1.89,2.66,0.016,margina_holdea_t2
2026-05-02,12.49,3.04,2.72,0.031,margina_holdea_t2
2026-05-03,11.49,2.42,2.7,0.044,margina_holdea_t2
2026-05-04,14.93,2.24,3.26,0.019,margina_holdea_t2
2026-05-05,13.57,2.47,2.85,0.019,margina_holdea_t2
2026-05-06,12.97,2.58,2.97,0.0,margina_holdea_t2
2026-05-07,14.1,2.98,3.01,0.029,margina_holdea_t2
2026-05-08,11.33,2.5,2.37,0.031,margina_holdea_t2
2026-05-09,13.14,2.52,2.69,0.036,margina_holdea_t2
2026-05-10,13.32,2.42,2.64,0.028,margina_holdea_t2
2026-05-11,13.62,2.1,2.65,0.039,margina_holdea_t2
2026-05-12,12.4,2.72,2.32,0.004,margina_holdea_t2
2026-05-13,13.28,2.45,2.84,0.024,margina_holdea_t2
2026-05-14,13.15,2.35,2.42,0.016,margina_holdea_t2
2026-05-15,11.94,2.99,2.18,0.019,margina_holdea_t2
