date,co_mg_m3,no2_mg_m3,pm10_mg_m3,ch4_pct_vol,site_id
2026-02-13,7.62,2.49,1.78,0.026,slanic
2026-02-14,8.48,2.14,2.2,0.014,slanic
2026-02-15,7.23,2.09,1.92,0.018,slanic
2026-02-16,7.8,2.47,2.41,0.017,slanic
2026-02-17,8.48,2.68,1.63,0.015,slanic
2026-02-18,8.31,2.6,2.83,0.017,slanic
2026-02-19,7.53,2.78,2.45,0.011,slanic
2026-02-20,6.95,2.83,1.91,0.0,slanic
2026-02-21,7.52,2.81,1.75,0.022,slanic
2026-02-22,8.85,2.27,1.68,0.021,slanic
2026-02-23,9.57,2.37,2.11,0.013,slanic
2026-02-24,9.37,1.96,2.02,0.024,slanic
2026-02-25,7.83,3.18,1.9,0.013,slanic
2026-02-26,8.85,2.88,1.89,0.032,slanic
2026-02-27,8.6,2.38,1.99,0.014,slanic
2026-02-28,9.81,2.48,1.96,0.029,slanic
2026-03-01,7.31,2.86,1.84,0.031,slanic
2026-03-02,9.44,2.14,2.37,0.037,slanic
2026-03-03,8.59,2.32,2.42,0.009,slanic
2026-03-04,8.02,2.15,1.97,0.021,slanic
2026-03-05,10.85,2.49,2.18,0.038,slanic
2026-03-06,10.16,3.05,1.84,0.002,slanic
2026-03-07,6.49,2.29,2.22,0.012,slanic
2026-03-08,8.31,3.02,1.45,0.011,slanic
2026-03-09,8.98,2.65,2.09,0.017,slanic
2026-03-10,9.38,2.39,2.14,0.028,slanic
2026-03-11,6.86,2.86,2.02,0.016,slanic
2026-03-12,8.66,2.03,1.86,0.027,slanic
2026-03-13,8.41,2.57,2.08,0.025,slanic
2026-03-14,7.33,2.56,2.02,0.005,slanic
2026-03-15,9.03,3.43,2.51,0.022,slanic
2026-03-16,7.6,2.33,1.65,0.018,slanic
2026-03-17,8.14,2.62,1.48,0.027,slanic
2026-03-18,7.1,2.0,2.11,0.027,slanic
2026-03-19,8.67,2.09,2.06,0.015,slanic
2026-03-20,8.71,2.79,1.95,0.011,slanic
2026-03-21,7.81,3.22,1.91,0.026,slanic
2026-03-22,7.23,3.03,2.36,0.038,slanic
2026-03-23,8.17,1.88,2.57,0.019,slanic
2026-03-24,8.45,2.08,1.89,0.022,slanic
2026-03-25,8.36,1.96,2.47,0.007,slanic
2026-03-26,7.9,2.47,2.21,0.048,slanic
2026-03-27,9.27,2.96,2.29,0.023,slanic
2026-03-28,7.79,2.87,2.01,0.01,slanic
2026-03-29,8.23,2.54,2.02,0.022,slanic
2026-03-30,9.88,2.51,2.45,0.034,slanic
2026-03-31,7.26,1.52,1.8,0.029,slanic
2026-04-01,8.21,1.0,2.07,0.023,slanic
2026-04-02,8.48,2.34,2.24,0.017,slanic
2026-04-03,7.32,1.72,1.84,0.003,slanic
2026-04-04,6.65,2.42,1.77,0.011,slanic
2026-04-05,7.08,2.0,1.84,0.022,slanic
2026-04-06,5.8,2.75,2.35,0.026,slanic
2026-04-07,8.13,2.19,2.06,0.021,slanic
2026-04-08,8.05,2.04,1.9,0.023,slanic
2026-04-09,8.91,2.39,1.78,0.026,slanic
2026-04-10,10.22,2.89,2.21,0.008,slanic
2026-04-11,8.35,2.26,2.01,0.009,slanic
2026-04-12,8.37,3.01,2.01,0.012,slanic
2026-04-13,8.69,1.92,1.73,0.03,slanic
2026-04-14,7.6,1.91,1.91,0.023,slanic
2026-04-15,6.48,2.29,1.77,0.023,slanic
2026-04-16,7.31,2.42,2.26,0.013,slanic
2026-04-17,8.32,2.68,2.02,0.015,slanic
2026-04-18,8.12,2.39,1.55,0.02,slanic
2026-04-19,8.17,2.4,2.17,0.011,slanic
2026-04-20,7.46,1.82,1.91,0.01,slanic
2026-04-21,8.19,2.96,2.7,0.02,slanic
2026-04-22,7.77,2.25,1.97,0.015,slanic
2026-04-23,7.96,2.54,2.13,0.018,slanic
2026-04-24,6.71,2.5,1.91,0.033,slanic
2026-04-25,7.18,3.27,1.9,0.029,slanic
2026-04-26,8.12,1.73,2.01,0.013,slanic
2026-04-27,9.77,2.44,2.04,0.02,slanic
2026-04-28,8.22,3.05,2.17,0.02,slanic
2026-04-29,8.78,1.49,2.61,0.015,slanic
2026-04-30,10.19,2.24,2.22,0.025,slanic
2026-05-01,8.43,2.42,2.34,0.018,slanic
2026-05-02,7.79,2.51,1.46,0.013,slanic
2026-05-03,5.98,1.94,2.57,0.026,slanic
2026-05-04,7.74,2.79,1.33,0.012,slanic
2026-05-05,9.44,1.95,2.18,0.011,slanic
2026-05-06,7.03,3.0,2.32,0.03,slanic
2026-05-07,7.73,2.4,2.05,0.021,slanic
2026-05-08,7.92,1.94,1.71,0.015,slanic
2026-05-09,8.36,3.03,2.81,0.028,slanic
2026-05-10,6.97,2.56,2.32,0.013,slanic
2026-05-11,8.98,2.69,2.07,0.021,slanic
2026-05-12,8.73,2.83,2.61,0.02,slanic
2026-05-13,6.99,2.31,2.82,0.021,slanic
2026-05-14,5.01,2.26,1.78,0.014,slanic
2026-05-15,8.77,2.64,2.13,0.024,slanic
