date,co_mg_m3,no2_mg_m3,pm10_mg_m3,ch4_pct_vol,site_id
2026-02-20,0.87,0.82,0.2,0.039,praid
2026-02-21,1.91,0.11,0.31,0.024,praid
2026-02-22,1.49,0.8,0.41,0.029,praid
2026-02-23,0.0,0.3,0.11,0.016,praid
2026-02-24,0.16,0.0,0.16,0.028,praid
2026-02-25,3.83,0.08,0.23,0.028,praid
2026-02-26,0.72,0.25,0.0,0.034,praid
2026-02-27,2.61,0.73,0.16,0.025,praid
2026-02-28,0.85,0.58,0.41,0.026,praid
2026-03-01,1.24,0.63,0.5,0.03,praid
2026-03-02,0.0,0.46,0.63,0.02,praid
2026-03-03,1.54,0.27,0.52,0.027,praid
2026-03-04,0.0,0.08,0.4,0.014,praid
2026-03-05,1.74,0.51,0.17,0.018,praid
2026-03-06,1.18,0.33,0.48,0.024,praid
2026-03-07,2.16,0.87,0.5,0.002,praid
2026-03-08,0.33,0.61,0.65,0.008,praid
2026-03-09,0.71,0.0,0.0,0.023,praid
2026-03-10,1.3,0.52,0.4,0.004,praid
2026-03-11,1.22,0.12,0.58,0.016,praid
2026-03-12,0.03,0.0,0.12,0.003,praid
2026-03-13,0.0,0.13,0.08,0.033,praid
2026-03-14,0.18,0.57,0.15,0.019,praid
2026-03-15,0.93,0.24,0.35,0.022,praid
2026-03-16,2.14,1.1,0.15,0.033,praid
2026-03-17,0.05,0.01,0.53,0.028,praid
2026-03-18,0.0,0.47,0.46,0.018,praid
2026-03-19,0.79,0.07,0.2,0.013,praid
2026-03-20,1.63,0.22,0.07,0.034,praid
2026-03-21,0.0,0.81,0.71,0.038,praid
2026-03-22,1.99,1.31,0.0,0.039,praid
2026-03-23,0.3,0.71,0.43,0.01,praid
2026-03-24,0.61,0.21,0.02,0.011,praid
2026-03-25,0.95,0.01,0.0,0.026,praid
2026-03-26,0.98,0.0,0.39,0.025,praid
2026-03-27,0.22,0.82,0.55,0.006,praid
2026-03-28,3.15,0.22,0.4,0.032,praid
2026-03-29,0.29,0.0,0.45,0.018,praid
2026-03-30,0.18,0.84,0.06,0.0,praid
2026-03-31,0.45,0.98,0.47,0.029,praid
2026-04-01,0.5,0.27,0.0,0.032,praid
2026-04-02,1.42,0.53,0.4,0.03,praid
2026-04-03,1.46,0.0,0.49,0.009,praid
2026-04-04,0.29,0.62,0.76,0.015,praid
2026-04-05,0.84,0.36,0.41,0.026,praid
2026-04-06,2.67,0.66,0.08,0.023,praid
2026-04-07,1.19,0.33,0.58,0.014,praid
2026-04-08,2.49,0.0,0.55,0.023,praid
2026-04-09,1.13,0.12,0.49,0.01,praid
2026-04-10,1.2,0.0,0.73,0.019,praid
2026-04-11,2.36,0.08,0.4,0.023,praid
2026-04-12,0.0,0.17,0.44,0.025,praid
2026-04-13,3.35,0.58,0.99,0.001,praid
2026-04-14,1.27,0.0,0.9,0.016,praid
2026-04-15,2.13,0.0,0.7,0.034,praid
2026-04-16,3.4,0.12,0.65,0.035,praid
2026-04-17,2.6,0.33,0.0,0.014,praid
2026-04-18,3.44,0.22,0.95,0.022,praid
2026-04-19,0.5,0.0,0.57,0.008,praid
2026-04-20,2.77,0.0,0.88,0.015,praid
2026-04-21,2.16,0.04,0.0,0.016,praid
2026-04-22,2.8,0.52,0.75,0.026,praid
2026-04-23,3.11,0.73,0.84,0.01,praid
2026-04-24,4.04,0.55,0.92,0.027,praid
2026-04-25,3.4,0.62,0.35,0.029,praid
2026-04-26,4.96,0.88,0.69,0.034,praid
2026-04-27,6.01,0.03,1.1,0.028,praid
2026-04-28,5.03,0.38,0.79,0.023,praid
2026-04-29,4.17,0.13,0.99,0.035,praid
2026-04-30,4.23,0.07,0.99,0.037,praid
2026-05-01,3.1,0.53,1.21,0.016,praid
2026-05-02,3.2,0.36,1.09,0.034,praid
2026-05-03,5.34,0.49,0.82,0.015,praid
2026-05-04,5.7,0.23,1.33,0.003,praid
2026-05-05,5.17,0.54,1.17,0.031,praid
2026-05-06,4.84,0.71,1.51,0.044,praid
2026-05-07,3.34,0.38,0.96,0.019,praid
2026-05-08,6.2,0.54,1.51,0.034,praid
2026-05-09,5.3,0.19,1.22,0.033,praid
2026-05-10,6.54,0.01,1.97,0.014,praid
2026-05-11,5.32,0.04,1.85,0.018,praid
2026-05-12,6.3,0.22,1.09,0.026,praid
2026-05-13,5.84,0.0,1.3,0.015,praid
2026-05-14,6.56,0.6,0.62,0.023,praid
2026-05-15,8.18,0.74,1.97,0.046,praid
