date,humidity_pct,cracks_cumulative,site_id
2026-03-20,47.4,11,margina_holdea_t1
2026-03-21,53.9,11,margina_holdea_t1
2026-03-22,56.4,11,margina_holdea_t1
2026-03-23,50.0,11,margina_holdea_t1
2026-03-24,55.3,11,margina_holdea_t1
2026-03-25,50.6,11,margina_holdea_t1
2026-03-26,58.3,11,margina_holdea_t1
2026-03-27,54.7,11,margina_holdea_t1
2026-03-28,54.0,11,margina_holdea_t1
2026-03-29,57.9,11,margina_holdea_t1
2026-03-30,54.6,11,margina_holdea_t1
2026-03-31,55.8,11,margina_holdea_t1
2026-04-01,49.9,11,margina_holdea_t1
2026-04-02,55.6,11,margina_holdea_t1
2026-04-03,54.5,11,margina_holdea_t1
2026-04-04,53.9,11,margina_holdea_t1
2026-04-05,51.6,11,margina_holdea_t1
2026-04-06,51.5,11,margina_holdea_t1
2026-04-07,52.6,11,margina_holdea_t1
2026-04-08,52.3,11,margina_holdea_t1
2026-04-09,53.5,11,margina_holdea_t1
2026-04-10,57.0,11,margina_holdea_t1
2026-04-11,54.3,11,margina_holdea_t1
2026-04-12,57.7,12,margina_holdea_t1
2026-04-13,53.9,12,margina_holdea_t1
2026-04-14,59.8,12,margina_holdea_t1
2026-04-15,55.8,12,margina_holdea_t1
2026-04-16,53.2,12,margina_holdea_t1
2026-04-17,53.1,12,margina_holdea_t1
2026-04-18,54.0,12,margina_holdea_t1
2026-04-19,54.9,12,margina_holdea_t1
2026-04-20,54.5,12,margina_holdea_t1
2026-04-21,59.2,12,margina_holdea_t1
2026-04-22,61.3,12,margina_holdea_t1
2026-04-23,57.7,12,margina_holdea_t1
2026-04-24,54.1,12,margina_holdea_t1
2026-04-25,52.5,12,margina_holdea_t1
2026-04-26,59.1,12,margina_holdea_t1
2026-04-27,60.1,12,margina_holdea_t1
2026-04-28,53.5,12,margina_holdea_t1
2026-04-29,58.2,12,margina_holdea_t1
2026-04-30,54.6,12,margina_holdea_t1
2026-05-01,62.0,12,margina_holdea_t1
2026-05-02,53.5,12,margina_holdea_t1
2026-05-03,57.1,12,margina_holdea_t1
2026-05-04,57.6,12,margina_holdea_t1
2026-05-05,49.8,12,margina_holdea_t1
2026-05-06,59.6,12,margina_holdea_t1
2026-05-07,59.3,12,margina_holdea_t1
2026-05-08,59.3,12,margina_holdea_t1
2026-05-09,62.4,12,margina_holdea_t1
2026-05-10,59.5,14,margina_holdea_t1
2026-05-11,55.8,14,margina_holdea_t1
2026-05-12,55.9,14,margina_holdea_t1
2026-05-13,57.2,14,margina_holdea_t1
2026-05-14,60.0,14,margina_holdea_t1
2026-05-15,58.3,14,margina_holdea_t1
