date,co_mg_m3,no2_mg_m3,pm10_mg_m3,ch4_pct_vol,site_id
2026-02-09,7.89,1.76,1.86,0.36,lupeni
2026-02-10,7.68,1.98,2.01,0.25,lupeni
2026-02-11,8.33,2.37,1.64,0.345,lupeni
2026-02-12,8.12,3.17,2.17,0.321,lupeni
2026-02-13,8.76,2.68,1.75,0.373,lupeni
2026-02-14,9.09,2.7,1.58,0.236,lupeni
2026-02-15,7.35,2.79,1.75,0.324,lupeni
2026-02-16,8.55,2.14,1.92,0.333,lupeni
2026-02-17,10.19,2.07,1.88,0.363,lupeni
2026-02-18,11.35,2.62,2.32,0.394,lupeni
2026-02-19,8.55,3.22,2.77,0.133,lupeni
2026-02-20,8.27,2.83,2.02,0.398,lupeni
2026-02-21,9.19,2.31,2.5,0.178,lupeni
2026-02-22,7.89,2.17,2.0,0.306,lupeni
2026-02-23,8.04,2.14,2.39,0.382,lupeni
2026-02-24,8.43,2.64,1.41,0.25,lupeni
2026-02-25,7.28,2.53,1.55,0.397,lupeni
2026-02-26,11.12,2.26,1.75,0.282,lupeni
2026-02-27,9.14,3.08,2.21,0.327,lupeni
2026-02-28,9.17,2.98,2.01,0.269,lupeni
2026-03-01,9.73,2.29,2.03,0.267,lupeni
2026-03-02,8.61,2.5,1.78,0.415,lupeni
2026-03-03,6.75,2.27,2.26,0.287,lupeni
2026-03-04,6.61,3.03,1.88,0.324,lupeni
2026-03-05,8.42,2.06,1.88,0.284,lupeni
2026-03-06,9.13,2.84,2.31,0.332,lupeni
2026-03-07,8.04,2.75,1.91,0.364,lupeni
2026-03-08,9.75,1.99,2.17,0.381,lupeni
2026-03-09,7.88,2.5,2.54,0.194,lupeni
2026-03-10,6.76,2.63,1.83,0.229,lupeni
2026-03-11,8.04,2.97,1.3,0.274,lupeni
2026-03-12,8.04,1.9,1.77,0.269,lupeni
2026-03-13,7.77,1.66,1.43,0.348,lupeni
2026-03-14,6.89,2.64,2.13,0.244,lupeni
2026-03-15,7.66,3.06,2.07,0.361,lupeni
2026-03-16,9.69,2.4,1.64,0.558,lupeni
2026-03-17,7.12,2.82,1.84,0.306,lupeni
2026-03-18,8.51,2.26,2.09,0.264,lupeni
2026-03-19,6.57,2.32,1.68,0.427,lupeni
2026-03-20,9.46,2.69,2.2,0.301,lupeni
2026-03-21,7.81,2.72,2.12,0.379,lupeni
2026-03-22,7.86,2.47,1.96,0.278,lupeni
2026-03-23,9.66,2.12,1.89,0.292,lupeni
2026-03-24,7.91,3.22,2.22,0.444,lupeni
2026-03-25,7.85,2.44,1.66,0.277,lupeni
2026-03-26,8.88,2.74,1.5,0.273,lupeni
2026-03-27,7.78,3.09,2.65,0.377,lupeni
2026-03-28,9.54,1.87,2.12,0.393,lupeni
2026-03-29,7.96,2.53,1.73,0.387,lupeni
2026-03-30,7.78,3.02,2.11,0.428,lupeni
2026-03-31,9.4,2.38,1.96,0.256,lupeni
2026-04-01,9.42,1.86,1.63,0.247,lupeni
2026-04-02,7.28,2.31,1.71,0.283,lupeni
2026-04-03,9.48,3.13,2.33,0.294,lupeni
2026-04-04,8.96,3.16,1.97,0.321,lupeni
2026-04-05,6.66,2.39,1.72,0.431,lupeni
2026-04-06,8.89,1.96,1.82,0.348,lupeni
2026-04-07,6.88,2.22,1.82,0.261,lupeni
2026-04-08,9.19,1.93,2.22,0.313,lupeni
2026-04-09,8.51,2.86,2.42,0.259,lupeni
2026-04-10,8.21,3.19,1.48,0.234,lupeni
2026-04-11,7.02,2.44,1.79,0.283,lupeni
2026-04-12,8.34,2.43,1.85,0.186,lupeni
2026-04-13,9.27,2.5,1.37,0.379,lupeni
2026-04-14,7.63,2.66,2.17,0.32,lupeni
2026-04-15,7.15,2.8,2.53,0.254,lupeni
2026-04-16,11.34,2.66,1.76,0.432,lupeni
2026-04-17,6.68,3.07,1.86,0.326,lupeni
2026-04-18,8.91,1.85,2.12,0.27,lupeni
2026-04-19,8.97,2.77,1.68,0.35,lupeni
2026-04-20,8.84,2.53,2.59,0.28,lupeni
2026-04-21,5.93,1.83,1.51,0.279,lupeni
2026-04-22,7.79,1.88,1.05,0.309,lupeni
2026-04-23,8.28,2.16,1.81,0.458,lupeni
2026-04-24,6.54,2.27,1.95,0.261,lupeni
2026-04-25,8.88,2.34,2.27,0.272,lupeni
2026-04-26,6.51,2.39,2.1,0.335,lupeni
2026-04-27,6.63,2.92,2.13,0.207,lupeni
2026-04-28,9.41,3.17,1.66,0.254,lupeni
2026-04-29,5.75,2.69,2.21,0.402,lupeni
2026-04-30,7.45,2.5,2.05,0.422,lupeni
2026-05-01,8.41,2.01,1.87,0.233,lupeni
2026-05-02,9.95,2.45,1.45,0.252,lupeni
2026-05-03,9.45,2.23,1.76,0.42,lupeni
2026-05-04,8.91,2.21,2.09,0.38,lupeni
2026-05-05,10.04,2.91,2.01,0.361,lupeni
2026-05-06,8.24,2.43,0.94,0.194,lupeni
2026-05-07,8.5,1.9,2.2,0.241,lupeni
2026-05-08,7.39,2.98,2.02,0.351,lupeni
2026-05-09,9.1,2.72,1.91,0.322,lupeni
2026-05-10,8.59,2.16,2.11,0.246,lupeni
2026-05-11,6.83,2.22,2.68,0.376,lupeni
2026-05-12,8.62,2.32,1.91,0.272,lupeni
2026-05-13,9.74,3.02,2.2,0.283,lupeni
2026-05-14,7.0,2.61,1.94,0.384,lupeni
2026-05-15,8.04,2.79,1.97,0.357,lupeni
