date,co_mg_m3,no2_mg_m3,pm10_mg_m3,ch4_pct_vol,site_id
2025-12-30,9.2,3.04,1.91,0.027,ocna_dej
2025-12-31,7.95,3.26,2.1,0.012,ocna_dej
2026-01-01,6.71,2.56,1.95,0.018,ocna_dej
2026-01-02,8.98,2.82,2.22,0.042,ocna_dej
2026-01-03,8.93,2.7,1.89,0.021,ocna_dej
2026-01-04,8.23,2.26,2.59,0.029,ocna_dej
2026-01-05,7.44,2.26,2.03,0.015,ocna_dej
2026-01-06,9.71,2.66,2.09,0.029,ocna_dej
2026-01-07,6.67,2.74,1.94,0.013,ocna_dej
2026-01-08,9.86,2.38,2.1,0.029,ocna_dej
2026-01-09,8.42,2.34,2.7,0.018,ocna_dej
2026-01-10,8.76,3.07,2.21,0.003,ocna_dej
2026-01-11,8.51,1.99,2.42,0.026,ocna_dej
2026-01-12,7.68,2.33,2.15,0.029,ocna_dej
2026-01-13,9.16,2.24,2.23,0.012,ocna_dej
2026-01-14,7.72,2.78,2.22,0.013,ocna_dej
2026-01-15,8.37,2.43,2.17,0.022,ocna_dej
2026-01-16,9.45,3.16,1.98,0.005,ocna_dej
2026-01-17,8.6,2.82,1.81,0.023,ocna_dej
2026-01-18,9.98,2.46,2.15,0.018,ocna_dej
2026-01-19,9.62,3.16,1.81,0.002,ocna_dej
2026-01-20,7.83,2.7,2.28,0.012,ocna_dej
2026-01-21,8.48,2.17,2.16,0.024,ocna_dej
2026-01-22,8.74,2.73,2.61,0.015,ocna_dej
2026-01-23,8.56,2.31,1.72,0.043,ocna_dej
2026-01-24,7.28,2.35,2.54,0.022,ocna_dej
2026-01-25,7.6,2.93,1.62,0.011,ocna_dej
2026-01-26,6.81,3.07,2.13,0.012,ocna_dej
2026-01-27,7.74,2.75,2.32,0.031,ocna_dej
2026-01-28,8.59,1.67,1.72,0.022,ocna_dej
2026-01-29,7.55,2.27,2.24,0.037,ocna_dej
2026-01-30,8.0,2.77,2.2,0.028,ocna_dej
2026-01-31,8.52,2.75,1.3,0.01,ocna_dej
2026-02-01,10.57,2.86,1.86,0.002,ocna_dej
2026-02-02,8.45,1.56,1.76,0.023,ocna_dej
2026-02-03,8.53,2.13,1.99,0.019,ocna_dej
2026-02-04,7.27,2.79,2.07,0.033,ocna_dej
2026-02-05,10.41,2.0,1.85,0.014,ocna_dej
2026-02-06,8.36,2.43,2.13,0.006,ocna_dej
2026-02-07,7.72,2.39,1.81,0.019,ocna_dej
2026-02-08,9.62,2.04,2.47,0.005,ocna_dej
2026-02-09,9.46,2.83,1.93,0.038,ocna_dej
2026-02-10,8.0,2.32,2.26,0.007,ocna_dej
2026-02-11,8.29,2.79,2.01,0.047,ocna_dej
2026-02-12,7.93,2.82,1.9,0.015,ocna_dej
2026-02-13,8.0,2.69,2.4,0.035,ocna_dej
2026-02-14,7.56,1.88,1.96,0.028,ocna_dej
2026-02-15,8.11,2.43,2.33,0.022,ocna_dej
2026-02-16,6.0,2.02,1.61,0.039,ocna_dej
2026-02-17,8.84,1.88,1.78,0.01,ocna_dej
2026-02-18,7.77,2.2,2.06,0.009,ocna_dej
2026-02-19,10.12,2.68,1.85,0.015,ocna_dej
2026-02-20,7.53,2.92,1.85,0.037,ocna_dej
2026-02-21,8.45,2.87,1.8,0.027,ocna_dej
2026-02-22,10.07,2.0,1.86,0.006,ocna_dej
2026-02-23,8.51,2.3,2.18,0.02,ocna_dej
2026-02-24,7.35,2.99,2.15,0.012,ocna_dej
2026-02-25,7.56,3.26,1.89,0.019,ocna_dej
2026-02-26,6.77,2.49,2.12,0.011,ocna_dej
2026-02-27,6.45,3.01,1.97,0.031,ocna_dej
2026-02-28,6.61,3.22,2.12,0.031,ocna_dej
2026-03-01,6.59,2.35,1.66,0.024,ocna_dej
2026-03-02,6.59,3.09,1.62,0.028,ocna_dej
2026-03-03,7.49,2.69,2.21,0.006,ocna_dej
2026-03-04,7.01,2.81,1.93,0.04,ocna_dej
2026-03-05,9.49,2.34,1.89,0.011,ocna_dej
2026-03-06,9.11,2.32,1.45,0.033,ocna_dej
2026-03-07,8.34,2.27,2.32,0.038,ocna_dej
2026-03-08,9.04,2.58,1.99,0.025,ocna_dej
2026-03-09,8.26,2.68,1.49,0.027,ocna_dej
2026-03-10,9.54,2.4,2.68,0.022,ocna_dej
2026-03-11,8.95,2.0,2.39,0.037,ocna_dej
2026-03-12,8.4,2.75,1.97,0.017,ocna_dej
2026-03-13,7.18,2.11,2.24,0.04,ocna_dej
2026-03-14,9.22,2.09,2.0,0.026,ocna_dej
2026-03-15,9.19,1.5,2.08,0.028,ocna_dej
2026-03-16,5.73,2.57,1.92,0.03,ocna_dej
2026-03-17,8.81,2.71,1.76,0.028,ocna_dej
2026-03-18,7.34,2.7,2.06,0.013,ocna_dej
2026-03-19,8.0,3.15,1.49,0.008,ocna_dej
2026-03-20,10.25,1.71,1.99,0.006,ocna_dej
2026-03-21,10.17,2.21,1.56,0.021,ocna_dej
2026-03-22,8.07,2.98,2.04,0.032,ocna_dej
2026-03-23,10.74,1.9,1.79,0.017,ocna_dej
2026-03-24,7.64,2.59,2.06,0.01,ocna_dej
2026-03-25,8.3,2.18,1.85,0.02,ocna_dej
2026-03-26,8.28,2.26,2.03,0.029,ocna_dej
2026-03-27,9.03,2.97,2.14,0.012,ocna_dej
2026-03-28,7.52,1.89,1.87,0.021,ocna_dej
2026-03-29,8.61,2.3,2.29,0.023,ocna_dej
2026-03-30,8.18,2.73,2.34,0.022,ocna_dej
2026-03-31,6.54,1.78,2.02,0.02,ocna_dej
2026-04-01,7.62,2.19,2.24,0.024,ocna_dej
2026-04-02,8.0,2.87,2.29,0.023,ocna_dej
2026-04-03,8.03,2.68,2.39,0.027,ocna_dej
2026-04-04,8.9,1.97,1.5,0.012,ocna_dej
2026-04-05,8.64,2.38,1.52,0.013,ocna_dej
2026-04-06,8.05,2.76,2.01,0.008,ocna_dej
2026-04-07,6.53,1.74,1.98,0.009,ocna_dej
2026-04-08,9.92,2.87,1.85,0.023,ocna_dej
2026-04-09,8.68,2.29,1.99,0.017,ocna_dej
2026-04-10,9.66,2.94,1.94,0.011,ocna_dej
2026-04-11,9.15,2.12,1.6,0.015,ocna_dej
2026-04-12,8.07,2.97,1.8,0.036,ocna_dej
2026-04-13,6.85,2.48,2.05,0.021,ocna_dej
2026-04-14,6.83,1.98,2.14,0.02,ocna_dej
2026-04-15,8.78,2.4,1.56,0.02,ocna_dej
2026-04-16,8.17,2.26,2.35,0.0,ocna_dej
2026-04-17,8.83,2.56,1.94,0.016,ocna_dej
2026-04-18,8.37,2.25,2.1,0.011,ocna_dej
2026-04-19,7.31,3.28,2.08,0.035,ocna_dej
2026-04-20,7.93,2.46,2.05,0.022,ocna_dej
2026-04-21,7.22,2.27,1.7,0.02,ocna_dej
2026-04-22,7.87,2.76,1.84,0.028,ocna_dej
2026-04-23,10.18,2.44,1.79,0.013,ocna_dej
2026-04-24,8.31,2.82,1.64,0.013,ocna_dej
2026-04-25,9.32,2.1,2.62,0.02,ocna_dej
2026-04-26,8.92,2.69,2.08,0.022,ocna_dej
2026-04-27,7.61,2.78,1.92,0.016,ocna_dej
2026-04-28,7.38,2.47,2.82,0.023,ocna_dej
2026-04-29,8.29,2.4,1.7,0.032,ocna_dej
2026-04-30,9.19,2.76,2.06,0.01,ocna_dej
2026-05-01,7.58,2.46,1.84,0.024,ocna_dej
2026-05-02,7.14,3.33,1.79,0.021,ocna_dej
2026-05-03,7.64,3.0,2.16,0.011,ocna_dej
2026-05-04,8.77,2.44,2.29,0.04,ocna_dej
2026-05-05,7.26,2.53,1.92,0.001,ocna_dej
2026-05-06,7.36,2.96,2.38,0.011,ocna_dej
2026-05-07,8.15,2.5,1.92,0.037,ocna_dej
2026-05-08,8.35,2.16,2.39,0.028,ocna_dej
2026-05-09,6.53,2.34,2.35,0.008,ocna_dej
2026-05-10,7.48,2.13,2.02,0.008,ocna_dej
2026-05-11,8.92,2.88,1.73,0.01,ocna_dej
2026-05-12,8.54,2.49,1.73,0.026,ocna_dej
2026-05-13,10.18,2.76,1.99,0.034,ocna_dej
2026-05-14,6.77,2.51,2.2,0.024,ocna_dej
2026-05-15,9.93,1.42,1.63,0.021,ocna_dej
