date,co_mg_m3,no2_mg_m3,pm10_mg_m3,ch4_pct_vol,site_id
2026-03-06,8.41,3.43,2.15,0.045,margina_holdea_t1
2026-03-07,9.33,2.01,2.3,0.02,margina_holdea_t1
2026-03-08,8.72,3.05,2.13,0.001,margina_holdea_t1
2026-03-09,8.0,2.38,1.96,0.013,margina_holdea_t1
2026-03-10,9.26,2.68,1.81,0.017,margina_holdea_t1
2026-03-11,7.09,2.72,2.37,0.009,margina_holdea_t1
2026-03-12,7.49,2.74,2.22,0.021,margina_holdea_t1
2026-03-13,9.98,2.25,1.7,0.022,margina_holdea_t1
2026-03-14,7.58,2.44,2.27,0.0,margina_holdea_t1
2026-03-15,6.78,2.06,2.24,0.028,margina_holdea_t1
2026-03-16,9.89,2.08,2.22,0.027,margina_holdea_t1
2026-03-17,8.04,1.74,2.47,0.021,margina_holdea_t1
2026-03-18,7.97,3.04,1.84,0.017,margina_holdea_t1
2026-03-19,8.37,3.05,1.92,0.031,margina_holdea_t1
2026-03-20,8.31,2.11,2.15,0.021,margina_holdea_t1
2026-03-21,7.47,2.35,1.73,0.017,margina_holdea_t1
2026-03-22,7.45,2.76,1.82,0.023,margina_holdea_t1
2026-03-23,5.94,2.74,2.35,0.046,margina_holdea_t1
2026-03-24,6.95,2.49,2.28,0.013,margina_holdea_t1
2026-03-25,7.5,2.54,2.02,0.012,margina_holdea_t1
2026-03-26,6.61,2.39,1.87,0.015,margina_holdea_t1
2026-03-27,6.35,2.08,2.26,0.012,margina_holdea_t1
2026-03-28,7.78,2.06,2.0,0.002,margina_holdea_t1
2026-03-29,9.23,2.61,1.78,0.04,margina_holdea_t1
2026-03-30,6.72,3.24,1.99,0.007,margina_holdea_t1
2026-03-31,6.44,2.2,1.84,0.032,margina_holdea_t1
2026-04-01,8.08,2.97,1.91,0.028,margina_holdea_t1
2026-04-02,7.98,3.02,1.99,0.012,margina_holdea_t1
2026-04-03,8.26,2.22,1.91,0.029,margina_holdea_t1
2026-04-04,9.29,2.95,2.0,0.022,margina_holdea_t1
2026-04-05,6.91,2.5,2.14,0.008,margina_holdea_t1
2026-04-06,6.93,2.15,1.89,0.007,margina_holdea_t1
2026-04-07,7.12,2.74,2.37,0.026,margina_holdea_t1
2026-04-08,9.04,2.99,1.75,0.041,margina_holdea_t1
2026-04-09,9.14,2.12,2.61,0.02,margina_holdea_t1
2026-04-10,8.18,2.64,1.54,0.021,margina_holdea_t1
2026-04-11,7.47,2.76,2.53,0.024,margina_holdea_t1
2026-04-12,7.19,2.42,2.33,0.031,margina_holdea_t1
2026-04-13,6.62,2.5,2.22,0.018,margina_holdea_t1
2026-04-14,8.07,2.31,1.78,0.014,margina_holdea_t1
2026-04-15,9.03,2.71,2.15,0.021,margina_holdea_t1
2026-04-16,7.57,1.78,2.21,0.021,margina_holdea_t1
2026-04-17,8.35,2.44,1.92,0.007,margina_holdea_t1
2026-04-18,8.64,2.17,1.97,0.013,margina_holdea_t1
2026-04-19,6.7,2.17,2.01,0.029,margina_holdea_t1
2026-04-20,8.22,2.52,2.09,0.023,margina_holdea_t1
2026-04-21,10.15,2.27,1.61,0.031,margina_holdea_t1
2026-04-22,7.58,2.16,1.97,0.032,margina_holdea_t1
2026-04-23,7.47,2.53,2.06,0.027,margina_holdea_t1
2026-04-24,9.64,2.33,2.3,0.006,margina_holdea_t1
2026-04-25,7.54,2.5,1.72,0.027,margina_holdea_t1
2026-04-26,8.03,3.25,2.16,0.0,margina_holdea_t1
2026-04-27,8.44,2.49,1.57,0.014,margina_holdea_t1
2026-04-28,8.1,1.35,2.47,0.012,margina_holdea_t1
2026-04-29,7.74,2.59,1.27,0.018,margina_holdea_t1
2026-04-30,8.88,2.6,1.69,0.021,margina_holdea_t1
2026-05-01,6.9,2.43,1.7,0.03,margina_holdea_t1
2026-05-02,7.59,2.36,2.44,0.01,margina_holdea_t1
2026-05-03,9.46,1.81,2.15,0.035,margina_holdea_t1
2026-05-04,8.0,2.41,2.21,0.019,margina_holdea_t1
2026-05-05,8.46,2.53,1.74,0.044,margina_holdea_t1
2026-05-06,10.77,2.11,1.88,0.03,margina_holdea_t1
2026-05-07,7.88,2.37,2.19,0.014,margina_holdea_t1
2026-05-08,7.2,2.22,2.25,0.0,margina_holdea_t1
2026-05-09,8.76,3.08,2.09,0.0,margina_holdea_t1
2026-05-10,9.31,2.47,1.51,0.028,margina_holdea_t1
2026-05-11,7.37,2.0,1.91,0.006,margina_holdea_t1
2026-05-12,9.97,2.92,1.71,0.017,margina_holdea_t1
2026-05-13,6.77,2.78,2.24,0.012,margina_holdea_t1
2026-05-14,7.77,2.86,2.29,0.014,margina_holdea_t1
2026-05-15,8.0,2.82,1.84,0.02,margina_holdea_t1
