date,co_mg_m3,no2_mg_m3,pm10_mg_m3,ch4_pct_vol,site_id
2026-04-21,1.86,0.67,0.32,0.015,meses_a3
2026-04-22,0.95,0.09,0.26,0.033,meses_a3
2026-04-23,0.0,0.56,0.07,0.025,meses_a3
2026-04-24,0.0,0.93,0.24,0.028,meses_a3
2026-04-25,1.14,0.99,0.3,0.012,meses_a3
2026-04-26,0.93,0.46,0.0,0.01,meses_a3
2026-04-27,0.76,0.0,0.61,0.031,meses_a3
2026-04-28,0.0,0.44,0.0,0.006,meses_a3
2026-04-29,0.0,0.06,0.0,0.022,meses_a3
2026-04-30,1.12,0.15,0.0,0.018,meses_a3
2026-05-01,0.22,0.49,1.03,0.027,meses_a3
2026-05-02,0.0,0.0,0.0,0.019,meses_a3
2026-05-03,0.51,0.28,1.14,0.024,meses_a3
2026-05-04,0.58,0.66,0.72,0.014,meses_a3
2026-05-05,0.23,0.79,0.67,0.02,meses_a3
2026-05-06,0.83,0.25,0.69,0.003,meses_a3
2026-05-07,0.83,0.33,0.38,0.043,meses_a3
2026-05-08,0.0,0.93,0.04,0.024,meses_a3
2026-05-09,1.1,0.72,0.64,0.019,meses_a3
2026-05-10,1.52,0.42,0.65,0.004,meses_a3
2026-05-11,0.0,0.15,0.74,0.011,meses_a3
2026-05-12,1.39,0.0,0.48,0.007,meses_a3
2026-05-13,0.0,0.35,0.48,0.01,meses_a3
2026-05-14,0.91,0.54,0.16,0.038,meses_a3
2026-05-15,1.56,0.85,0.01,0.011,meses_a3
